no,nama,vote_average,vote_count,type,htm_weekday,htm_weekend,latitude,longitude,description
341,Yogyakarta Night Tours - Meeting Point Klasik : Historical Walking and Food Tour,5,11,Agrowisata,,,"-7,797444","110,3653174",Tur malam menjelajahi sejarah dan kuliner Jogja dengan pengalaman jalan kaki yang unik.
360,Borobudur Prambanan Tour,5,10,Agrowisata,300000,300000,"-7,8208261","110,3769404",Paket wisata menjelajahi dua candi ikonik Indonesia dengan panduan berpengalaman.
338,Ekowisata Nologaten,5,10,Agrowisata,0,0,"-7,7748937","110,3988399",Wisata edukatif berbasis alam dan pelestarian lingkungan dengan suasana pedesaan yang asri.
28,Kampung Pitu,"4,1",10,Minat Khusus,15000,15000,"-7,820850095","110,5502363","Desa di kawasan pegunungan dengan 7 kepala keluarga, menyuguhkan kehidupan sederhana dan budaya khas lokal."
136,Kids Waterpark & Replika Taman Satwa,"4,4",10,WIsata Air,20000,20000,"-7,6210027","110,4224484",Taman bermain air anak lengkap dengan mini zoo edukatif yang menyenangkan.
455,Puncak watu wayang,"4,8",10,Alam,5000,5000,"-7,8401664","110,5496579","Bukit batu dengan formasi mirip wayang, menawarkan spot sunrise dan keindahan alam dari ketinggian."
431,Wisata Pangol Hill,"4,7",10,Alam,15000,15000,"-7,8353888","110,4590277","Bukit wisata dengan pemandangan hijau dan udara segar, cocok untuk healing dan camping ringan."
237,Candi Kelir,"4,7",9,"Budaya dan Sejarah,Religi",30000,30000,"-7,7520476","110,4918414",Situs candi kecil yang menyimpan sejarah masa lalu dan menjadi objek wisata sejarah yang menarik.
203,"Desa Wisata ""Bedog Ilir""",5,9,Wisata Air,0,0,"-7,7795584","110,3281743","Desa wisata yang menggabungkan nuansa pedesaan, pertanian, dan aktivitas budaya lokal."
277,Goa Branjang,"4,1",9,Alam,5000,5000,"-8,0251346","110,3483546","Gua alami yang eksotis dengan suasana hening, cocok untuk penjelajahan alam dan fotografi."
495,LAVA TOUR MERAPI PM ADVENTURE,5,9,Agrowisata,250000,300000,"-7,6133163","110,4264733","Wisata jeep menyusuri bekas erupsi Merapi, seru dan penuh wawasan geologis."
73,Museum Monumen Kowani,"4,3",9,Budaya dan Sejarah,50000,50000,"-7,7823912","110,4023938","Monumen yang menjadi simbol perjuangan wanita Indonesia, dilengkapi museum yang informatif."
112,Bangunan Jembatan Merah,"4,6",8,Buatan,0,0,"-7,7633465","110,3942161",Jembatan bersejarah dengan arsitektur klasik yang menjadi saksi bisu perjalanan kota.
258,Candi Gebang,"4,8",8,"Budaya dan Sejarah,Religi",5000,5000,"-7,751691","110,4163246","Candi Hindu kuno dengan ukuran kecil, namun memiliki nilai sejarah tinggi di tengah lingkungan tenang."
500,Desa Wisata Kembang Wonderful,5,8,Wisata Air,0,0,"-7,6349344","110,3837672","Desa wisata dengan keindahan alam dan kegiatan budaya, cocok untuk liburan edukatif."
195,Mates Landscape,"4,8",8,Agrowisata,0,0,"-7,8354971","110,278055",Lanskap taman alami yang menawarkan spot foto instagenik dengan latar alam pegunungan dan persawahan.
388,Pantai Ngondo,"4,8",8,Pantai,0,0,"-8,1802873","110,6759738","Pantai tersembunyi dengan pasir putih dan air jernih, cocok untuk menikmati ketenangan alam."
241,Situs Candi Banjaran,"4,5",8,Budaya dan Sejarah,25000,25000,"-7,7215546","110,5259585",Reruntuhan candi kecil yang menyimpan cerita sejarah dan spiritual masa lalu.
313,Tugu Ireng (Dusun Putat),"4,8",8,Agrowisata,20000,20000,"-7,9581348","110,5170714",Tugu unik berwarna hitam yang menjadi penanda sejarah lokal dan spot menarik untuk dikunjungi.
340,Kauman Pakualaman Yogyakarta,5,7,Kuliner,0,0,"-7,8010347","110,3751922",Kawasan bersejarah dengan nilai budaya tinggi dan arsitektur klasik kerajaan.
161,Merapi Park Wahana Air,"4,1",7,Wahana Air,15000,20000,"-7,6210688","110,422686","Wahana air dengan latar belakang Merapi yang memukau, menyajikan pengalaman bermain air dan wisata alam."
278,Puncak Kobango Bike Park,"4,9",7,Alam,0,0,"-7,8976603","110,407079",Tempat ideal bagi pecinta sepeda gunung dengan jalur menantang dan pemandangan indah.
355,TripJogja - Fotografer - Videografer - Edit Foto - Paket Wisata,5,7,Agrowisata,,,"-7,776267","110,3527029",Layanan wisata lengkap dengan dokumentasi profesional untuk perjalanan di Jogja.
101,Kori Barat Masjid Gedhe Mataram Kotagede,"4,3",6,Religi,0,0,"-7,8290325","110,3983065",Pintu masuk bagian barat dari kompleks masjid bersejarah dengan gaya arsitektur klasik Mataram.
93,Tugu Mintoragan,"4,7",6,Buatan,0,0,"-7,8374755","110,4236451","Monumen penghargaan dengan nilai sejarah lokal, menjadi bagian dari warisan budaya Yogyakarta."
250,Candi ASU Klaten,"4,2",5,"Budaya dan Sejarah,Religi",3000,3000,"-7,7423022","110,5155871","Letaknya di Dk. Bener Ds. Bugisan Kec. Prambanan Klaten, Candi Asu yang terletak di luar komplek Taman Wisata Prambanan kurang lebih berjarak 1 km dari komplek Taman Wisata Prambanan dan berada di dekat perumahan penduduk. Bentuk candi saat ini terkesan berserakan namun telah dilindungi oleh pagar."
253,Candi Plaosan Lor,"4,2",5,"Budaya dan Sejarah,Religi",3000,3000,"-7,7403775","110,5047736","Kompleks candi Buddha yang megah dengan arsitektur kembar, dikenal karena relief halus dan suasana tenang yang cocok untuk wisata sejarah dan fotografi."
151,"Kali ""Bladeran""",4,5,Wisata Air,0,0,"-7,6942818","110,2359799","Sungai dengan aliran jernih dan lingkungan asri, cocok untuk kegiatan seperti bermain air dan piknik keluarga."
77,MUSEUM GARUDA,"4,8",5,"Budaya dan Sejarah, Museum",0,0,"-7,8480274","110,3526747","Museum yang menampilkan koleksi beragam tentang Garuda, lambang negara Indonesia, serta artefak budaya lainnya."
83,Museum Muhamadiyah,4,5,"Budaya dan Sejarah, Museum",30000,30000,"-7,8342532","110,3837813","Menampilkan sejarah dan kontribusi organisasi Muhammadiyah dalam bidang pendidikan, sosial, dan keagamaan di Indonesia."
160,Musium Waterpark Wonoboyo,"4,6",5,"Budaya dan Sejarah, Museum",,,"-7,730046","110,536511","Kombinasi antara museum dan taman air, menawarkan edukasi sejarah serta wahana permainan air untuk anak-anak."
137,Padepokan suroloyo,5,5,Kuliner,2000,2000,"-7,9497203","110,5415388","Tempat spiritual di perbukitan Menoreh dengan pemandangan alam yang indah, sering dikunjungi untuk meditasi dan menikmati matahari terbit."
387,Pantai dluwok,"3,8",5,Pantai,5000,5000,"-8,1205585","110,5076863","Pantai yang masih alami dengan pasir putih dan ombak tenang, ideal untuk bersantai dan menikmati keindahan laut."
109,Pendopo Pilahan,"4,6",5,Kuliner,20000,20000,"-7,8150311","110,4005391",Bangunan tradisional Jawa yang digunakan untuk berbagai acara budaya dan komunitas.
349,Borobudur Tour From Semarang Port,5,4,Agrowisata,1380000,1380000,"-7,809607","110,372001","Paket wisata yang menawarkan perjalanan dari Pelabuhan Semarang ke Candi Borobudur, termasuk transportasi dan pemandu."
300,Bukit white stone,5,4,Alam,15000,15000,"-7,9061342","110,4563002","Bukit dengan formasi batu kapur putih yang unik, menawarkan pemandangan spektakuler dan spot foto menarik."
260,Candi Card,5,4,Budaya dan Sejarah,25000,25000,"-7,702717","110,4110383","Spot wisata edukatif dan spiritual yang menghadirkan suasana sejarah peradaban Jawa Kuno, cocok untuk pecinta arkeologi dan budaya."
484,Desa Wisata Trumpon,"4,5",4,Agrowisata,0,0,"-7,6246794","110,3601189","Desa yang menawarkan pengalaman budaya dan kehidupan pedesaan, termasuk kerajinan lokal dan kuliner tradisional."
97,Graceland 66,5,4,"Budaya dan Sejarah,Museum",20000,20000,"-7,7763136","110,4071704",Tempat hiburan dan rekreasi yang menyediakan berbagai fasilitas untuk keluarga dan anak-anak.
146,Kids Fun Ferrari,"3,8",4,Buatan,75000,750000,"-7,8289621","110,4403391",Wahana permainan bertema mobil Ferrari yang memberikan pengalaman berkendara mini untuk anak-anak.
154,Kids Fun Jurrasic Park,"3,5",4,Buatan,105000,105000,"-7,8288707","110,4408115","Taman bermain dengan tema dinosaurus, menghadirkan replika dan wahana edukatif tentang kehidupan prasejarah."
135,Lapangan Reklamasi Ngentak,5,4,Agrowisata,0,0,"-7,7129217","110,3384292","Tempat ibadah yang disediakan bagi pengunjung kawasan Candi Prambanan, menjaga kenyamanan beribadah."
259,Mushola Kawasan Wisata Candi Prambanan,"3,3",4,Religi,0,0,"-7,7498116","110,4943356",Area terbuka yang digunakan untuk kegiatan olahraga dan rekreasi masyarakat setempat.
116,Sepeda Mabur Sindu Kusuma Edupark,"4,3",4,Buatan,10000,10000,"-7,7660586","110,3554968","Wahana sepeda terbang yang memberikan sensasi melayang di udara, cocok untuk anak-anak dan keluarga."
459,Stonehange,"4,3",4,Buatan,10000,10000,"-7,6021664","110,4477547","Replika formasi batu Stonehenge yang ikonik, menjadi spot foto populer dengan latar belakang alam yang indah."
298,Watu Masjid,"4,3",4,Religi,0,0,"-7,9553099","110,4275744","Formasi batu alam yang menyerupai masjid, menawarkan keunikan geologi dan pemandangan alam sekitar."
95,Bangsal Kencana,"4,3",3,Budaya dan Sejarah,15000,15000,"-7,8077158","110,3638489","Bangunan megah di Keraton Yogyakarta yang digunakan untuk upacara resmi, menampilkan arsitektur Jawa klasik dan ornamen bersejarah."
247,Candi Sumberwatu,"3,3",3,Budaya dan Sejarah,0,0,"-7,7684278","110,4965595","Situs candi kecil yang menawarkan panorama alam sekitar, cocok untuk wisata sejarah dan menikmati suasana tenang."
321,Kotagede Heritage Trail,5,3,Budaya dan Sejarah,0,0,"-7,8263088","110,398512","Jalur wisata yang mengajak pengunjung menyusuri peninggalan sejarah Kotagede, termasuk makam raja, rumah tradisional, dan industri perak."
58,Museum Temporer Sonobudoyo,5,3,Budaya dan Sejarah,10000,10000,"-7,8019387","110,3644618","Museum yang menampilkan pameran sementara tentang budaya dan sejarah Jawa, melengkapi koleksi utama Museum Sonobudoyo."
252,Mushola Candi Banyunibo,"4,7",3,Religi,0,0,"-7,778495","110,4946377","Fasilitas ibadah yang terletak dekat dengan Candi Banyunibo, memudahkan pengunjung untuk beribadah."
273,New Destination Wisata Desa Terong,4,3,Agrowisata,5000,5000,"-7,8761445","110,4582338",Destinasi wisata baru yang menawarkan keindahan alam dan budaya lokal di Desa Terong.
503,Obyek Wisata BKK kendal sari,"4,7",3,wisata Air,60000,65000,"-7,6290107","110,4908773",Tempat wisata yang menawarkan keindahan alam dan fasilitas rekreasi untuk keluarga.
392,Pantai Daerah Yogyakarta,"3,3",3,Pantai,10000,20000,"-7,8753849","110,4262088","Deretan pantai indah seperti Parangtritis, Indrayanti, dan Glagah menawarkan pasir putih, sunset romantis, serta aktivitas surfing dan kulineran."
113,Patung Kuda GMJR,5,3,Buatan,0,0,"-7,8552045","110,3140355",Patung kuda yang menjadi landmark dan simbol semangat masyarakat setempat.
505,Permandian Alami Dan Supernatural,4,3,wisata Air,5000,5000,"-7,7046102","110,3526466",Tempat pemandian yang dipercaya memiliki khasiat alami dan nilai spiritual oleh masyarakat sekitar.
323,Raharjo Tour,5,3,Agrowisata,,,"-7,8266281","110,4077844",Layanan tur yang menawarkan paket perjalanan wisata di Yogyakarta dan sekitarnya.
295,TAMAN GROUNDSILL BENDUNG TEGAL,5,3,Buatan,,,"-7,9341898","110,3653539","Taman yang terletak di sekitar bendungan, menyediakan area rekreasi dan edukasi tentang pengelolaan air."
118,Vegetalika Faperta UGM,"4,3",3,Pendidikan,0,0,"-7,7678488","110,3818991",Kebun edukatif milik Fakultas Pertanian UGM yang digunakan untuk pembelajaran dan wisata agro.
440,Watu Dandang,"3,7",3,Agrowisata,0,0,"-7,8919557","110,4068584",Batu besar dengan bentuk unik yang menjadi daya tarik bagi pecinta alam dan fotografi.
290,Wisata Batu Titanic,"4,7",3,wisata Air,,,"-7,9459282","110,4146063","Formasi batu yang menyerupai kapal Titanic, memberikan pengalaman unik dan spot foto menarik."
264,WISATA CANDI SARI,"4,7",3,"Budaya dan Sejarah,Religi",5000,5000,"-7,7615828","110,4740437","Candi Buddha dari abad ke-8 dengan arsitektur elegan, cocok untuk wisata budaya dan fotografi sejarah."
314,Wisata Jaga Bendung,5,3,wisata Air,0,0,"-7,9087427","110,3797906","Wisata air dengan suasana alami di sekitar bendungan, ideal untuk piknik keluarga atau sekadar bersantai."
330,Aisha tour planner & transport service,5,2,Agrowisata,,,"-7,7972273","110,3905519","Layanan perencanaan tour dan transportasi privat di Yogyakarta, menyediakan paket city tour, antar jemput bandara, hingga trip luar kota."
246,Candi Pembakaran,5,2,"Budaya dan Sejarah,Religi",40000,40000,"-7,7690965","110,4885363","Situs arkeologi yang diyakini sebagai tempat kremasi atau pembakaran jenazah pada masa lalu, memberikan wawasan tentang ritual kuno."
120,Embung Bangeran,5,2,Wisata Air,10000,10000,"-7,7923528","110,3962255","Waduk kecil yang digunakan untuk irigasi dan rekreasi, dikelilingi oleh pemandangan alam yang asri."
303,Gazebo Bukit Watu Pengklik Sriharjo,"4,5",2,Alam,0,0,"-7,9458817","110,4274973","Tempat istirahat di atas bukit dengan pemandangan alam yang memukau, cocok untuk menikmati matahari terbenam."
266,Graha Candi,5,2,"Budaya dan Sejarah,Religi",50000,50000,"-7,8265832","110,47927","Bangunan dengan arsitektur candi yang digunakan untuk berbagai acara budaya dan keagamaan, mencerminkan kekayaan budaya lokal."
436,Jati Meranggas,"4,5",2,Alam,7500,7500,"-7,8588559","110,4438313","Pohon jati tua yang menjadi simbol kekuatan dan ketahanan, sering dikunjungi untuk wisata alam dan edukasi."
317,Jatirejo Village Tour : Local Life Discovery,5,2,Agrowisata,,,"-7,7343679","110,3717056","Tur desa yang menawarkan pengalaman langsung kehidupan masyarakat lokal, termasuk kegiatan pertanian dan kerajinan."
337,JOLLY ROGER TATTOO,5,2,Seni,0,0,"-7,780561","110,392352",Studio tato yang menawarkan layanan seni tato dengan berbagai desain dan gaya.
310,Jurang Tembelan Kreen,4,2,Alam,0,0,"-7,940161","110,4299338","Tebing dengan pemandangan alam yang spektakuler, menjadi spot favorit untuk fotografi dan menikmati alam."
430,Lawang Ijo,4,2,Agrowisata,10000,10000,"-7,8279009","110,3966895","Gerbang hijau yang menjadi ikon dan pintu masuk ke kawasan wisata tertentu, menambah daya tarik visual."
494,Monumen Deles Indah,5,2,Budaya dan Sejarah,9500,9500,"-7,572719","110,467008","Monumen yang terletak di kawasan Deles, menawarkan pemandangan alam dan sejarah lokal."
94,Monumen Serang Umum 1 Maret,5,2,Budaya dan Sejarah,3000,3000,"-7,8096391","110,3551478","Monumen yang memperingati peristiwa Serangan Umum 1 Maret, penting dalam sejarah perjuangan kemerdekaan Indonesia."
85,Museum Pendidikan dan Mainan Kolong Tangga,5,2,Museum,10000,15000,"-7,8001114","110,3679986","Museum yang menampilkan koleksi mainan dan alat pendidikan dari berbagai era, memberikan nostalgia dan edukasi."
293,Nggunungan,"2,5",2,Alam,30000,30000,"-7,8679853","110,4514578","Kawasan perbukitan yang menawarkan pemandangan alam dan udara segar, cocok untuk hiking dan rekreasi."
163,"Pancuran ""Tirip Kulon""","4,5",2,Wisata Air,0,0,"-7,6920244","110,2337952",Sumber air alami yang digunakan untuk mandi dan dipercaya memiliki khasiat kesehatan.
194,Sasana Tirta Kembaran,5,2,Agrowisata,10000,10000,"-7,830802","110,3349744",Tempat pemandian tradisional yang digunakan untuk relaksasi dan kegiatan sosial masyarakat.
99,Sokkel klok voor Eeuw Nederlandsch-Indische,5,2,Budaya dan Sejarah,0,0,"-7,7995673","110,3649177","Jam lonceng yang menjadi peninggalan sejarah kolonial, menandai waktu dan peristiwa penting."
159,Sumber Kluthuk,5,2,Agrowisata,10000,10000,"-7,6655711","110,3521031",Mata air alami yang digunakan untuk kebutuhan sehari-hari dan kegiatan ritual masyarakat setempat.
152,Taman Rekrasi Lembah Bedog,4,2,Buatan,10000,10000,"-7,6800812","110,3545714","Taman rekreasi yang menawarkan berbagai fasilitas untuk keluarga, termasuk area bermain dan piknik."
299,Air Terjun Kedung Manglu,5,1,Wisata Air,5000,5000,"-7,937667","110,408222","Air terjun yang tersembunyi dengan suasana alami, cocok untuk petualangan dan menikmati keindahan alam."
148,Air Terjun Sindet,1,1,Wisata Air,10000,10000,"-7,9011588","110,3934474","Air terjun dengan aliran yang deras dan lingkungan hijau, menjadi destinasi favorit untuk wisata alam."
50,Andi Bayou Museum,5,1,Museum,0,0,"-7,7759703","110,3485938","Museum pribadi yang menampilkan koleksi seni dan budaya, memberikan wawasan tentang kreativitas lokal."
65,BACKSPACE Art Lab and Museum,5,1,"Budaya dan Sejarah,Museum",10000,10000,"-7,8503547","110,351145",Ruang seni dan museum yang menampilkan karya seni kontemporer dan eksperimen kreatif.
104,Bangsal Pengapit Pasewakan,1,1,Budaya dan Sejarah,15000,15000,"-7,8076645","110,3651385",Bangunan tradisional yang digunakan dalam upacara adat dan kegiatan budaya di lingkungan keraton.
502,Beneran waterpark,5,1,Wisata Air,,,"-7,6560857","110,3858688",Taman air yang menawarkan berbagai wahana permainan air untuk keluarga dan anak-anak.
336,Bintang Pradana Jogja Tour,4,1,Agrowisata,370000,370000,"-7,7593783","110,3716453",Layanan tur yang menyediakan paket wisata lengkap di Yogyakarta dan sekitarnya.
456,bukit indah patuk,5,1,Alam,25000,25000,"-7,8505258","110,4772342","Bukit dengan pemandangan alam yang indah, cocok untuk menikmati matahari terbit dan fotografi."
499,Camping ground lor sambi,5,1,"Budaya dan Sejarah,Religi",25000,25000,"-7,6429172","110,4277772",Area perkemahan yang menyediakan fasilitas untuk berkemah di alam terbuka dengan pemandangan yang menakjubkan.
256,Candi Ambyar,3,1,"Budaya dan Sejarah,Religi",5000,5000,"-7,6773077","110,5570963","Situs candi yang mengalami kerusakan, namun tetap menarik untuk dikunjungi karena nilai sejarahnya."
100,Castelo de Água do Sultanato de Yogyakarta,5,1,Budaya dan Sejarah,30000,40000,"-7,8100995","110,3596395",Bangunan bergaya kastil yang digunakan sebagai tempat penyimpanan air pada masa Kesultanan Yogyakarta.
206,Desa Wisata Budaya Agro dan Edukasi Daratan Sendangarum,5,1,Buatan,0,0,"-7,7439149","110,2579678","Desa wisata yang menawarkan pengalaman budaya, pertanian, dan edukasi bagi pengunjung."
173,Desa Wisata Fauna Ketingan,5,1,Buatan,0,0,"-7,743062","110,3292115","Desa yang dikenal dengan populasi burung bangau, menawarkan wisata alam dan edukasi tentang konservasi."
485,Dewi Suba,4,1,Buatan,0,0,"-7,5907274","110,3334618","Destinasi wisata yang menawarkan keindahan alam dan budaya lokal, termasuk pertunjukan seni dan kuliner tradisional."
270,Djumbidi keluarga,5,1,Agrowisata,,,"-7,8624582","110,4904404","Tempat wisata keluarga yang menawarkan suasana alami, edukasi pertanian, serta wahana bermain anak."
115,Gapura Sawojajar Wijilan,5,1,Buatan,0,0,"-7,8052478","110,3666595","Gerbang ikonik di kawasan Wijilan, terkenal sebagai sentra gudeg dan kuliner tradisional khas Yogyakarta."
481,Jalur Lahar Point Kaliadem,5,1,Alam,5000,5000,"-7,5827709","110,4486854","Wisata petualangan menyusuri jejak aliran lahar Merapi menggunakan jeep, populer untuk tur lava tour."
342,Jasa Citytour - Private Trip - Tour - Fotografi - Antar Bandara Jogja,5,1,Agrowisata,,,"-7,7792349","110,3499756",Penyedia jasa tour pribadi dan dokumentasi profesional untuk wisatawan yang ingin menjelajahi Jogja secara eksklusif.
211,Jembatan Diro,5,1,Buatan,15000,15000,"-7,73769","110,2342277","Jembatan gantung dengan latar pemandangan sungai dan perbukitan yang fotogenik, cocok untuk wisata alam dan swafoto."
291,Kali Gede Banyumeneng,4,1,Wisata Air,0,0,"-7,9909547","110,4022933","Wisata sungai alami dengan air jernih dan suasana tenang, cocok untuk river tubing dan piknik santai."
478,Kampung wisata wonorejo,5,1,Argowisata,20000,20000,"-7,6237978","110,4177307","Desa wisata yang menyuguhkan budaya lokal, kerajinan tangan, kuliner tradisional, serta homestay untuk pengalaman otentik."
280,Luweng Mendur,5,1,Agrowisata,0,0,"-8,02129","110,36932","Goa vertikal alami yang eksotis dan penuh tantangan, cocok untuk penggemar kegiatan susur goa dan fotografi alam."
265,Masjid Al-Huda Candi 3,5,1,Religi,0,0,"-7,7040906","110,4096107","Masjid yang terletak di sekitar kawasan candi, melayani kebutuhan spiritual masyarakat dan wisatawan."
86,Museum Kristal dan Cinderamata Keraton Yogyakarta,5,1,Budaya dan Sejarah,15000,15000,"-7,807964","110,364513","Menampilkan koleksi kristal dan cinderamata dari Keraton, tempat edukatif mengenai budaya dan sejarah bangsawan Jawa."
88,Museum of Struggle,5,1,Budaya dan Sejarah,5000,5000,"-7,8164905","110,3718611","Museum sejarah perjuangan kemerdekaan Indonesia, menampilkan diorama dan koleksi senjata serta dokumen penting."
72,Museum Omah Jayeng,4,1,Budaya dan Sejarah,,,"-7,7995295","110,3726029",Museum rumah tradisional Jawa dengan koleksi benda antik dan suasana klasik yang cocok untuk wisata budaya.
479,Omah maggot ngaglik,5,1,Buatan,0,0,"-7,7130748","110,3945574","Wisata edukatif pengelolaan sampah organik menggunakan maggot (larva lalat BSF), cocok untuk pecinta lingkungan."
210,Pantai Bidara Tourism,4,1,Pantai,5000,5000,"-7,932481","110,1127314","Pantai dengan vegetasi bidara yang khas, memberikan nuansa alami dan cocok untuk wisata keluarga."
208,Pantai Pasir Mendit,3,1,Pantai,3000,3000,"-7,8943492","110,0194606","Pantai dengan pasir halus dan suasana tenang, sering digunakan untuk kegiatan rekreasi dan menikmati matahari terbenam."
209,Patung Kaligintung Lor,5,1,Alam,0,0,"-7,8795782","110,0885",Monumen berbentuk patung sebagai ikon lokal yang menjadi titik penanda sejarah atau budaya wilayah Kaligintung.
292,Patung Kuda Dringo,4,1,Buatan,0,0,"-7,9999241","110,3440947",Ikon wisata berbentuk patung kuda yang unik dan menjadi spot foto favorit pengunjung di kawasan Dringo.
140,PATUNG SULTAN AGUNG Imogiri,5,1,Budaya dan Sejarah,0,0,"-7,919995","110,3815984","Monumen penghormatan kepada Sultan Agung, raja Mataram yang legendaris, terletak di kawasan makam raja-raja Imogiri."
139,Pemancingan Adi Winata,5,1,Wisata Air,0,0,"-7,7045773","110,5120115","Tempat rekreasi keluarga yang menawarkan fasilitas memancing, warung makan, dan suasana pedesaan yang sejuk."
105,Ruang Perawatan Jenderal Soedirman,5,1,Budaya dan Sejarah,4000,4000,"-7,7764736","110,3767439","Situs sejarah berupa ruangan tempat Jenderal Soedirman dirawat, menyimpan nilai-nilai perjuangan kemerdekaan."
110,Situs Gedong Pusoko,5,1,Budaya dan Sejarah,15000,15000,"-7,807846","110,4037578","Situs arkeologi yang menyimpan tinggalan sejarah klasik Jawa, menarik untuk wisata sejarah dan penelitian budaya."
164,Taman Edukasi dan Outbound Sunan Kalijaga,5,1,Buatan,0,0,"-7,8092066","110,4132518",Area edukatif yang menyediakan kegiatan outbound dan pembelajaran interaktif untuk anak-anak dan pelajar.
443,Wisata Air Wanatirta Kencana,5,1,Wisata Air,10000,15000,"-7,8914433","110,548354","Wahana bermain air di Taman Wisata Air Tirta Kencana cukup lengkap, mulai dari water sled yang khusus untuk anak-anak, dan juga disediakan water sled yang dikhususkan bagi orang dewasa. Kolam renang menjadi tempat favorit para wisatawan untuk menikmati segarnya air yang juga dibagi untuk anak-anak dan juga orang dewasa."
